meso_ID,depth,Date,Time,Temp °C,Cond µS/cm,nLF Cond µS/cm,SpCond µS/cm,TDS mg/L,Sal psu,ODO % sat,ODO mg/L,Press psi a,pH,pH mV,ORP mV,ORP raw mV,Depth m,Turbidity FNU,TSS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,fDOM RFU,fDOM QSU,Cable Pwr V,Battery V,Longitude Degrees,Latitude Degrees,ODO % EU,Baro mmHg
test,NA,08/21/2017,13:50:52,18.8,0.3,0.3,0.3,0,0,101.3,9.43,0.155,5.89,64.6,192.8,192.8,0.109,2.98,0,0.11,0.38,0.59,0.58,0.92,2.26,0,5.5,18.631001,59.836315,101.5,758.1
12,1,08/21/2017,14:06:06,18.963,253.2,289.1,286.2,186,0.14,105.9,9.82,0.286,8.93,-113,174.8,174.8,0.202,0.88,0,0.2,0.76,0.03,0.01,13.06,38.77,0,5.4,18.630966,59.836384,106.2,758.1
12,2,08/21/2017,14:07:33,18.393,250.2,289.6,286.4,186,0.14,100.8,9.46,1.318,8.91,-111.6,165,165,0.928,0.93,0,0.34,1.32,0.05,0.03,13.47,40,0,5.4,18.630983,59.836384,101.1,758.1
12,3,08/21/2017,14:08:48,18.298,249.6,289.5,286.2,186,0.14,99.6,9.37,1.835,8.9,-111.2,158.7,158.7,1.292,0.94,0,0.28,1.08,0.03,0.02,13.46,39.95,0,5.4,18.631018,59.836384,99.9,758.2
8,1,08/21/2017,14:10:48,19.204,255.3,290,287.1,187,0.14,106.1,9.8,0.225,8.95,-114.4,151.5,151.5,0.159,0.45,0,0.12,0.42,0.03,0.02,12.78,37.93,0,5.4,18.63105,59.836349,106.4,758.1
8,2,08/21/2017,14:12:19,18.509,252.1,290.9,287.8,187,0.14,100.4,9.4,1.32,8.88,-110.1,147.5,147.5,0.929,0.46,0,0.14,0.5,0.01,0,12.94,38.39,0,5.4,18.63105,59.836349,100.7,758.2
8,3,08/21/2017,14:13:18,18.423,251.4,290.8,287.6,187,0.14,99.6,9.34,1.838,8.87,-109.4,145.3,145.3,1.294,0.45,0,0.13,0.48,0.03,0.02,12.97,38.49,0,5.4,18.63105,59.836349,99.9,758.1
5,1,08/21/2017,14:56:59,19.453,221.2,249.8,247.4,161,0.12,133.3,12.25,0.207,9.77,-162.4,181.9,181.9,0.146,1.25,0,0.36,1.4,0.09,0.08,15.94,47.44,0,5.3,18.631018,59.836349,133.7,758.2
5,2,08/21/2017,14:58:22,18.571,220.2,253.8,251.1,163,0.12,94.2,8.81,1.324,9.45,-143.2,171.1,171.1,0.933,1.65,0,0.43,1.67,0.16,0.15,16.6,49.41,0,5.3,18.63105,59.836334,94.5,758.3
5,3,08/21/2017,14:59:38,18.425,219.6,253.9,251.1,163,0.12,91.4,8.57,1.832,9.43,-142.1,163.8,163.8,1.29,1.52,0,0.46,1.78,0.16,0.15,16.67,49.61,0,5.3,18.631018,59.836349,91.6,758.3
4,1,08/21/2017,15:14:27,19.495,219.4,247.6,245.2,159,0.12,157.5,14.46,0.208,9.87,-168,159.4,159.4,0.146,0.65,0,0.27,1.03,0.07,0.06,14.92,44.35,0,5.3,18.63105,59.836369,157.9,758.2
4,2,08/21/2017,15:15:48,18.513,218.3,251.9,249.2,162,0.12,124.7,11.68,1.392,9.61,-152.6,144.7,144.7,0.98,0.93,0,0.33,1.29,0.13,0.12,15.36,45.69,0,5.3,18.63105,59.836369,125,758.2
4,3,08/21/2017,15:17:05,18.385,217.6,251.9,249.1,162,0.12,121.8,11.44,1.856,9.59,-151,134.7,134.7,1.307,1.03,0,0.34,1.31,0.13,0.11,15.43,45.89,0,5.3,18.631018,59.836369,122.1,758.1
7,1,08/21/2017,15:34:43,19.36,245.7,278,275.3,179,0.13,142.5,13.11,0.213,10.01,-176.1,155.1,155.1,0.15,0.92,0,0.33,1.26,0.1,0.09,15.52,46.17,0,5.3,18.631067,59.836334,142.8,758.2
7,2,08/21/2017,15:36:02,18.537,243.3,280.7,277.6,180,0.13,111.8,10.46,1.367,9.78,-162.6,144.5,144.5,0.962,1.03,0,0.36,1.39,0.13,0.12,16.13,48,0,5.3,18.631067,59.836315,112,758.3
7,3,08/21/2017,15:37:12,18.381,242.6,280.8,277.7,181,0.13,106.9,10.04,1.873,9.76,-161.1,138.4,138.4,1.319,1.24,0,0.4,1.56,0.13,0.12,16.17,48.11,0,5.3,18.631033,59.836315,107.2,758.2
10,1,08/21/2017,15:51:42,19.632,247.3,278.2,275.6,179,0.13,181.8,16.64,0.26,10.32,-194.5,143,143,0.183,0.38,0,0.73,2.88,0.5,0.49,14.04,41.72,0,5.2,18.631033,59.836285,182.2,758.1
10,2,08/21/2017,15:52:45,18.709,240.1,275.8,272.9,177,0.13,151.6,14.14,1.27,10.12,-182.2,124.5,124.5,0.894,0.34,0,0.28,1.09,0.12,0.11,14.63,43.49,0,5.2,18.631001,59.836285,152,758.2
10,3,08/21/2017,15:54:01,18.485,238.6,275.6,272.6,177,0.13,147.9,13.85,1.821,10.1,-181.1,109.5,109.5,1.282,0.44,0,0.3,1.15,0.11,0.09,14.68,43.63,0,5.2,18.631018,59.8363,148.2,758.1
12,1,08/21/2017,18:11:17,19.345,255,288.7,285.9,186,0.14,108.7,10.01,0.223,9.05,-120,120.3,120.3,0.157,0.76,0,0.19,0.71,0.01,-0.01,12.87,38.2,0,5.2,18.631001,59.836384,108.9,758.9
12,2,08/21/2017,18:12:32,18.718,252.2,289.7,286.6,186,0.14,102.6,9.57,1.357,8.96,-114.9,118.9,118.9,0.956,1.03,0,0.32,1.23,0.02,0.01,13.22,39.24,0,5.2,18.631001,59.836384,102.8,758.7
12,3,08/21/2017,18:13:43,18.573,251.4,289.7,286.6,186,0.14,101.2,9.47,1.882,8.95,-113.9,117.6,117.6,1.325,1.13,0,0.39,1.5,0.04,0.03,13.28,39.41,0,5.2,18.630951,59.836384,101.4,758.7
8,1,08/21/2017,18:32:58,19.192,255.3,290,287.1,187,0.14,107.1,9.89,0.21,8.99,-116.7,211.8,211.8,0.148,0.47,0,0.13,0.48,0.02,0.01,12.88,38.23,0,5.2,18.6311,59.836315,107.2,759
8,2,08/21/2017,18:34:25,18.828,254.1,291.2,288.1,187,0.14,101.2,9.41,1.342,8.92,-112.3,197.1,197.1,0.945,0.54,0,0.21,0.79,0.01,0,13.04,38.71,0,5.2,18.631067,59.836315,101.3,758.9
8,3,08/21/2017,18:35:43,18.644,252.9,291,287.8,187,0.14,100.1,9.34,1.884,8.91,-111.6,190.8,190.8,1.327,0.55,0,0.19,0.7,0.05,0.03,13.05,38.73,0,5.2,18.631067,59.836315,100.2,759
5,1,08/21/2017,19:00:44,19.289,220,249.4,247,161,0.12,135.5,12.49,0.183,9.85,-167.1,206.5,206.5,0.129,1.17,0,0.41,1.59,0.13,0.12,16.22,48.26,0,5.1,18.631067,59.836334,135.7,759
5,2,08/21/2017,19:02:04,18.942,223.8,255.7,253.1,165,0.12,94.6,8.78,1.304,9.43,-142.4,193.4,193.4,0.918,2.87,0,0.52,2.06,0.18,0.17,16.55,49.24,0,5.1,18.63105,59.836349,94.7,759.1
5,3,08/21/2017,19:03:14,18.805,223.4,256.1,253.4,165,0.12,89.9,8.37,1.826,9.41,-141.1,186.3,186.3,1.286,2.87,0,0.61,2.39,0.18,0.17,16.54,49.24,0,5.1,18.631067,59.836334,90.1,759
4,1,08/21/2017,19:20:09,19.196,216.9,246.4,243.9,159,0.12,154.3,14.25,0.22,9.89,-169.2,203.3,203.3,0.155,0.64,0,0.29,1.11,0.12,0.11,14.9,44.29,0,5.1,18.631067,59.836384,154.5,759.2
4,2,08/21/2017,19:21:41,18.826,219.5,251.5,248.9,162,0.12,127.1,11.83,1.361,9.62,-153.3,181,181,0.958,1.05,0,0.35,1.34,0.11,0.1,15.41,45.82,0,5.1,18.63105,59.836369,127.3,759.2
4,3,08/21/2017,19:22:57,18.669,218.7,251.5,248.8,162,0.12,126.3,11.79,1.835,9.62,-153.2,170.2,170.2,1.292,1.02,0,0.35,1.34,0.12,0.11,15.43,45.9,0,5.1,18.631067,59.836369,126.4,759.1
7,1,08/21/2017,19:42:42,19.066,243.6,277.6,274.8,179,0.13,128.2,11.87,0.194,9.92,-171.1,145.9,145.9,0.137,1.2,0,0.37,1.43,0.13,0.12,15.86,47.17,0,5,18.63105,59.836334,128.3,759.4
7,2,08/21/2017,19:44:01,18.923,244.5,279.5,276.6,180,0.13,111.3,10.34,1.326,9.78,-162.7,138.1,138.1,0.933,1.83,0,0.43,1.68,0.16,0.15,16.03,47.7,0,5,18.63105,59.836334,111.4,759.5
7,3,08/21/2017,19:45:20,18.698,243.7,280.1,277.1,180,0.13,104.1,9.71,1.832,9.74,-160.2,134.3,134.3,1.29,2.11,0,0.44,1.7,0.15,0.14,16.11,47.93,0,5,18.631033,59.836349,104.2,759.5
10,1,08/21/2017,19:56:28,19.211,244.7,277.9,275.2,179,0.13,167.4,15.46,0.215,10.27,-191.3,104.3,104.3,0.152,0.32,0,0.28,1.07,0.1,0.09,14.33,42.6,0,5,18.631033,59.836334,167.5,759.6
10,2,08/21/2017,19:57:44,19.028,243,277.1,274.3,178,0.13,153.7,14.24,1.302,10.13,-183.3,86.1,86.1,0.917,0.42,0,0.31,1.19,0.13,0.12,14.64,43.52,0,5,18.631083,59.836315,153.9,758.9
10,3,08/21/2017,19:58:52,18.803,241.8,277.2,274.3,178,0.13,147.6,13.73,1.848,10.1,-181.1,75.7,75.7,1.302,0.8,0,0.33,1.28,0.13,0.11,14.7,43.7,0,5,18.631033,59.836334,147.7,759.3
12,1,08/21/2017,22:33:54,18.944,248.6,284.1,281.1,183,0.13,104.1,9.66,0.234,8.99,-116.4,109.4,109.4,0.165,0.79,0,0.21,0.8,0.05,0.03,13.44,39.9,0,5.1,18.631018,59.836334,104.1,760.1
12,2,08/21/2017,22:35:23,18.946,249.9,285.5,282.6,184,0.13,103.7,9.63,1.342,8.99,-116.3,109.3,109.3,0.945,0.89,0,0.24,0.91,0.02,0,13.39,39.76,0,5.1,18.630951,59.836349,103.7,760
12,3,08/21/2017,22:36:35,18.798,249.9,286.4,283.4,184,0.14,101.7,9.47,1.862,8.97,-115,110.3,110.3,1.311,1.01,0,0.3,1.16,0.04,0.03,13.48,40.02,0,5.1,18.630917,59.836349,101.7,759.9
8,1,08/21/2017,23:01:44,18.967,254,290.1,287.1,187,0.14,102.6,9.51,0.181,8.95,-113.9,135.7,135.7,0.128,0.53,0,0.14,0.5,0.02,0.01,12.98,38.52,0,5,18.631033,59.836369,102.6,759.9
8,2,08/21/2017,23:03:10,18.979,254.4,290.4,287.4,187,0.14,102.6,9.51,1.297,8.95,-114.1,129.5,129.5,0.914,0.5,0,0.13,0.45,0.01,0,12.96,38.48,0,5,18.631033,59.836384,102.6,759.9
8,3,08/21/2017,23:04:35,18.925,254.3,290.7,287.7,187,0.14,101.2,9.4,1.821,8.93,-112.9,127.9,127.9,1.283,0.56,0,0.2,0.74,0.03,0.01,13.02,38.63,0,5,18.631067,59.836349,101.3,759.8
5,1,08/21/2017,23:27:19,18.988,220.6,251.8,249.2,162,0.12,100.7,9.33,0.214,9.55,-149.2,110.1,110.1,0.151,1.92,0,0.46,1.78,0.17,0.15,16.54,49.23,0,4.9,18.63105,59.836334,100.7,759.8
5,2,08/21/2017,23:28:42,19.008,222.1,253.4,250.8,163,0.12,100.5,9.32,1.236,9.56,-149.7,106.9,106.9,0.871,2.02,0,0.49,1.9,0.16,0.15,16.51,49.15,0,4.9,18.63105,59.836349,100.6,759.8
5,3,08/21/2017,23:29:59,18.976,224.3,256.1,253.5,165,0.12,83.4,7.74,1.836,9.4,-140.2,107.7,107.7,1.293,3.58,0,0.59,2.32,0.19,0.18,16.64,49.52,0,4.9,18.631067,59.836349,83.5,759.7
4,1,08/21/2017,23:49:31,18.884,217.7,249.1,246.5,160,0.12,131.1,12.18,0.213,9.7,-158,96.5,96.5,0.15,0.79,0,0.31,1.19,0.14,0.12,15.24,45.31,0,4.9,18.631201,59.836315,131.1,759.8
4,2,08/21/2017,23:50:53,18.932,218.3,249.5,246.9,160,0.12,132.2,12.27,1.31,9.71,-158.4,82.2,82.2,0.923,0.79,0,0.32,1.22,0.12,0.11,15.25,45.34,0,4.9,18.63105,59.836349,132.2,759.9
4,3,08/21/2017,23:52:05,18.911,218.7,250.1,247.5,161,0.12,129.7,12.05,1.789,9.68,-156.7,74,74,1.26,1.24,0,0.35,1.37,0.12,0.11,15.34,45.63,0,4.9,18.631018,59.836349,129.8,759.8
7,1,08/22/2017,00:19:49,18.876,244.3,279.6,276.7,180,0.13,109.4,10.17,0.195,9.8,-163.5,96.2,96.2,0.137,1.62,0,0.44,1.7,0.16,0.14,16.04,47.74,0,4.9,18.63105,59.836349,109.5,759.9
7,2,08/22/2017,00:21:09,18.883,244.5,279.8,276.9,180,0.13,109.4,10.17,1.303,9.8,-163.6,90.9,90.9,0.917,1.54,0,0.44,1.71,0.16,0.15,16.08,47.83,0,4.9,18.631067,59.836334,109.4,760.1
7,3,08/22/2017,00:22:29,18.888,244.6,279.9,277,180,0.13,109.4,10.16,1.845,9.79,-163.5,87.3,87.3,1.299,1.71,0,0.44,1.7,0.15,0.14,16.05,47.77,0,4.9,18.631067,59.836315,109.4,759.9
10,1,08/22/2017,00:44:34,18.925,241.9,276.5,273.6,178,0.13,148.2,13.76,0.196,10.14,-183.4,78.3,78.3,0.138,0.39,0,0.4,1.54,0.14,0.13,14.73,43.78,0,4.8,18.631018,59.836285,148.2,760
10,2,08/22/2017,00:45:54,18.943,242.2,276.8,273.9,178,0.13,149.7,13.9,1.322,10.14,-183.8,54.1,54.1,0.931,0.4,0,0.37,1.43,0.12,0.1,14.71,43.71,0,4.8,18.631083,59.836285,149.7,760
10,3,08/22/2017,00:47:34,18.938,242.2,276.8,274,178,0.13,149.9,13.91,1.824,10.14,-183.4,32.3,32.3,1.284,0.37,0,0.37,1.44,0.14,0.13,14.7,43.7,0,4.8,18.63105,59.83625,149.8,760.1
12,1,08/22/2017,02:17:44,18.755,251.6,288.7,285.6,186,0.14,101.8,9.49,0.189,8.97,-114.9,109.3,109.3,0.133,0.83,0,0.36,1.37,0.03,0.02,13.52,40.15,0,4.8,18.631033,59.836384,101.8,760
12,2,08/22/2017,02:19:18,18.809,252.5,289.4,286.4,186,0.14,101.9,9.48,1.357,8.96,-114.8,108.6,108.6,0.956,0.77,0,0.27,1.03,0.03,0.02,13.5,40.07,0,4.8,18.631001,59.836384,101.9,760.1
12,3,08/22/2017,02:20:27,18.825,252.7,289.5,286.4,186,0.14,101.7,9.46,1.81,8.96,-114.6,109.4,109.4,1.275,0.8,0,0.22,0.84,0.01,0,13.5,40.08,0,4.8,18.631018,59.836399,101.7,760.1
8,1,08/22/2017,02:55:40,18.776,251.4,288.4,285.3,185,0.14,100.4,9.35,0.285,8.92,-112.3,115.6,115.6,0.201,0.51,0,0.15,0.53,0.02,0,13.03,38.68,0,4.7,18.631033,59.836315,100.4,760.2
8,2,08/22/2017,02:56:58,18.836,253.1,289.9,286.8,186,0.14,100.4,9.34,1.321,8.92,-112.4,114.8,114.8,0.93,0.49,0,0.15,0.53,0.01,0,13.03,38.67,0,4.7,18.631033,59.836334,100.4,760.1
8,3,08/22/2017,02:58:18,18.846,253.2,290,286.9,187,0.14,100.3,9.32,1.783,8.91,-112,115.1,115.1,1.255,0.49,0,0.16,0.59,0.01,0,13.02,38.63,0,4.7,18.63105,59.836334,100.2,760.2
5,1,08/22/2017,03:24:37,18.87,221.7,253.8,251.1,163,0.12,91.1,8.47,0.234,9.46,-143.9,109.8,109.8,0.164,2.01,0,0.56,2.19,0.19,0.18,16.65,49.57,0,4.6,18.631067,59.836334,91.1,760.2
5,2,08/22/2017,03:26:21,18.88,222,254,251.4,163,0.12,90.6,8.42,1.291,9.46,-144,106.3,106.3,0.909,2.21,0,0.53,2.1,0.19,0.18,16.65,49.55,0,4.7,18.631033,59.836334,90.6,760.3
5,3,08/22/2017,03:27:46,18.876,222.1,254.2,251.5,163,0.12,90.5,8.41,1.85,9.45,-143.5,104.7,104.7,1.303,2.88,0,0.59,2.32,0.21,0.19,16.52,49.16,0,4.7,18.631083,59.836315,90.4,760.3
4,1,08/22/2017,03:47:08,18.775,218.1,250.1,247.5,161,0.12,124.4,11.58,0.196,9.65,-155,93.1,93.1,0.138,0.94,0,0.42,1.64,0.16,0.14,15.33,45.6,0,4.7,18.631033,59.836349,124.3,760.4
4,2,08/22/2017,03:48:21,18.792,218.3,250.4,247.7,161,0.12,125,11.64,1.329,9.65,-155.2,82.1,82.1,0.936,1.26,0,0.42,1.63,0.13,0.12,15.34,45.63,0,4.7,18.631067,59.836349,124.9,760.3
4,3,08/22/2017,03:49:34,18.794,218.4,250.4,247.7,161,0.12,125,11.64,1.832,9.65,-155.1,73.2,73.2,1.29,0.9,0,0.45,1.74,0.14,0.12,15.34,45.62,0,4.7,18.63105,59.836369,124.9,760.4
7,1,08/22/2017,04:12:38,18.649,242.7,279.2,276.2,180,0.13,103.3,9.64,0.291,9.75,-160.4,90.3,90.3,0.205,1.61,0,0.52,2.04,0.18,0.17,15.36,45.67,0,4.7,18.631033,59.8363,103.2,760.3
7,2,08/22/2017,04:13:52,18.747,243.6,279.7,276.7,180,0.13,103.3,9.62,1.289,9.75,-160.7,86.2,86.2,0.908,1.72,0,0.5,1.95,0.19,0.18,15.42,45.85,0,4.6,18.63105,59.836315,103.2,760.4
7,3,08/22/2017,04:15:21,18.754,243.8,279.8,276.8,180,0.13,103.2,9.61,1.82,9.75,-160.6,83.1,83.1,1.281,1.76,0,0.58,2.29,0.18,0.17,15.47,46.02,0,4.7,18.631083,59.836315,103.1,760.4
